transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,size,quantity,unit_price,total_price,payment_method,customer_id,loyalty_points_earned,location,barista_id,new_transaction_id
4588,2024-11-11,12:56:30,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C753,2,Mall Branch,EMP005,897
4589,2025-05-23,19:05:40,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Cash,,3,University,EMP005,1463
4590,2024-08-19,14:01:37,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C628,0,Downtown,EMP001,278
4591,2025-07-27,08:18:06,P201,Green Tea,Tea,Medium,3,2.5,7.5,Debit Card,,0,Downtown,EMP002,552
4592,2024-09-14,15:08:00,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C372,0,Mall Branch,EMP003,1637
4593,2025-02-15,13:13:23,P302,Croissant,Bakery,,1,3.0,3.0,Debit Card,C678,9,University,EMP002,2159
4594,2024-11-26,11:28:33,P302,Croissant,Bakery,,1,3.0,3.0,Debit Card,C759,0,Downtown,EMP005,2433
4595,2025-05-18,17:48:12,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,C235,0,Airport,EMP005,761
4596,2025-06-08,19:06:37,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C796,3,Mall Branch,EMP001,1450
4597,2024-12-12,17:19:32,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,C567,0,University,EMP003,405
4598,2024-10-18,16:31:50,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,C452,1,Downtown,EMP001,1359
4599,2025-02-11,11:24:11,P201,Green Tea,Tea,Medium,1,2.5,2.5,Cash,,0,Downtown,EMP003,1233
4600,2024-09-13,19:41:30,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,,4,Airport,EMP002,22
4601,2025-05-07,08:41:47,P302,Croissant,Bakery,,1,3.0,3.0,Debit Card,C272,0,Downtown,EMP005,678
4602,2025-07-10,16:29:23,P302,Croissant,Bakery,,2,3.0,6.0,Credit Card,C308,6,Downtown,EMP001,2029
4603,2025-01-11,17:54:42,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C642,0,University,EMP004,1232
4604,2024-12-17,15:35:41,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Cash,C163,9,Airport,EMP003,2056
4605,2025-03-12,18:02:19,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,,9,Airport,EMP001,1809
4606,2025-01-04,20:10:02,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,,0,Mall Branch,EMP003,529
4607,2024-12-30,12:08:36,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,,0,Airport,EMP001,2038
4608,2025-04-10,08:30:32,P302,Croissant,Bakery,,3,3.0,9.0,Debit Card,C633,4,Downtown,EMP003,1677
4609,2025-01-23,20:01:35,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Credit Card,C386,6,Downtown,EMP003,657
4610,2025-03-14,10:25:05,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,,5,Downtown,EMP001,166
4611,2025-06-22,15:23:15,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,C869,9,Mall Branch,EMP003,849
4612,2024-09-01,11:14:51,P302,Croissant,Bakery,,3,3.0,9.0,Debit Card,C421,3,Mall Branch,EMP001,496
4613,2025-04-01,18:42:39,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,C747,9,Airport,EMP001,590
4614,2025-01-27,15:29:16,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,C496,0,Airport,EMP003,429
4615,2025-05-31,09:00:30,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Credit Card,C656,6,Airport,EMP004,163
4616,2025-03-29,12:01:37,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Cash,C546,8,Mall Branch,EMP001,2414
4617,2025-05-30,08:30:12,P103,Latte,Coffee,Large,1,4.5,4.5,Debit Card,C937,0,Mall Branch,EMP005,1263
4618,2024-08-15,16:37:51,P302,Croissant,Bakery,,2,3.0,6.0,Credit Card,C815,0,Mall Branch,EMP002,72
4619,2025-03-06,20:42:21,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Credit Card,,0,Downtown,EMP003,655
4620,2025-01-18,15:27:51,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C612,0,Airport,EMP003,269
4621,2025-03-08,11:37:02,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Cash,C293,10,Airport,EMP004,1777
4622,2025-07-26,09:39:44,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,,0,Mall Branch,EMP003,2463
4623,2025-07-17,16:16:15,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,,0,Mall Branch,EMP003,1269
4624,2025-04-29,20:29:22,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,C419,9,University,EMP001,1016
4625,2025-04-14,08:06:38,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Credit Card,C908,5,Mall Branch,EMP001,1084
4626,2025-01-05,20:04:32,P101,Espresso,Coffee,Small,3,2.5,7.5,Debit Card,C933,0,Mall Branch,EMP001,6
4627,2025-06-21,11:39:13,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Credit Card,C829,0,Mall Branch,EMP001,982
4628,2024-12-11,18:37:26,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C292,6,University,EMP005,407
4629,2024-12-24,14:11:25,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,C553,10,Mall Branch,EMP003,1954
4630,2025-06-25,18:16:01,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,C815,1,University,EMP003,2074
4631,2025-01-20,17:10:09,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,C739,10,University,EMP001,986
4632,2025-05-06,14:21:41,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Debit Card,,3,Downtown,EMP005,390
4633,2024-09-23,16:05:39,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Debit Card,C781,0,Mall Branch,EMP002,710
4634,2025-03-12,14:35:42,P302,Croissant,Bakery,,2,3.0,6.0,Credit Card,C292,0,Mall Branch,EMP004,1472
4635,2024-09-02,15:37:55,P302,Croissant,Bakery,,3,3.0,9.0,Cash,,5,Mall Branch,EMP004,754
4636,2024-09-23,16:19:51,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,C797,6,Downtown,EMP001,2194
4637,2025-02-05,12:59:15,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Cash,,4,Downtown,EMP002,1412
4638,2025-04-22,08:24:08,P201,Green Tea,Tea,Small,1,2.0,2.0,Credit Card,C772,2,University,EMP003,1273
4639,2024-12-11,19:08:29,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Credit Card,C597,4,University,EMP004,526
4640,2025-06-10,18:46:17,P302,Croissant,Bakery,,3,3.0,9.0,Cash,,3,Downtown,EMP003,1486
4641,2025-04-02,18:01:39,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,,0,Airport,EMP001,2061
4642,2025-04-02,12:29:37,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,C211,4,University,EMP004,2432
4643,2024-10-07,15:32:44,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,C143,0,Airport,EMP004,556
4644,2025-02-01,20:05:57,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,,4,University,EMP005,19
4645,2025-08-05,09:31:11,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,,5,Downtown,EMP003,575
4646,2025-03-24,12:24:17,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Debit Card,C444,4,University,EMP002,1004
4647,2025-02-04,12:29:55,P302,Croissant,Bakery,,3,3.0,9.0,Debit Card,C958,0,Mall Branch,EMP001,2467
4648,2025-05-06,17:42:56,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Debit Card,,0,Airport,EMP005,2467
4649,2024-10-20,20:43:02,P201,Green Tea,Tea,Medium,1,2.5,2.5,Credit Card,C879,5,Downtown,EMP004,1939
4650,2024-11-11,19:16:01,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C241,0,Downtown,EMP001,1940
4651,2025-03-06,15:34:11,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Debit Card,C624,6,Mall Branch,EMP003,1636
4652,2024-09-19,09:51:04,P103,Latte,Coffee,Medium,1,3.5,3.5,Debit Card,C361,4,University,EMP005,1699
4653,2025-01-27,08:37:32,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,,9,University,EMP005,2170
4654,2025-02-21,18:10:47,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,C393,0,University,EMP003,432
4655,2025-07-31,19:38:01,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Debit Card,C151,3,Downtown,EMP004,2092
4656,2024-10-29,13:55:05,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,,0,Mall Branch,EMP003,1896
4657,2024-10-06,15:01:16,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C787,9,University,EMP005,1944
4658,2025-03-06,12:40:10,P103,Latte,Coffee,Medium,1,3.5,3.5,Debit Card,,6,Mall Branch,EMP003,1341
4659,2024-12-01,10:28:19,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C672,3,Mall Branch,EMP002,2429
4660,2024-09-03,10:56:09,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,C343,0,Airport,EMP005,145
4661,2025-02-07,11:11:48,P101,Espresso,Coffee,Small,1,2.5,2.5,Credit Card,C288,8,Downtown,EMP005,2411
4662,2025-01-13,18:03:02,P302,Croissant,Bakery,,1,3.0,3.0,Credit Card,,8,University,EMP002,1074
4663,2025-04-15,10:40:44,P103,Latte,Coffee,Large,1,4.5,4.5,Cash,C867,0,Airport,EMP003,1089
4664,2025-03-03,16:32:56,P202,Chai Latte,Tea,Large,3,4.0,12.0,Cash,C514,6,University,EMP004,2403
4665,2024-09-29,13:10:54,P101,Espresso,Coffee,Small,3,2.5,7.5,Cash,,10,Downtown,EMP005,800
4666,2025-07-20,09:23:34,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Cash,C994,9,University,EMP004,1152
4667,2025-07-23,20:53:00,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,C404,6,Mall Branch,EMP002,2446
4668,2025-01-23,19:01:44,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,C291,9,Downtown,EMP002,1957
4669,2025-02-24,16:55:37,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Credit Card,C769,1,University,EMP004,463
4670,2025-01-30,13:09:09,P302,Croissant,Bakery,,3,3.0,9.0,Cash,C991,6,Airport,EMP003,1775
4671,2025-02-18,15:22:46,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Credit Card,C725,5,Mall Branch,EMP001,2046
4672,2025-04-11,11:39:28,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,C285,0,Airport,EMP003,808
4673,2025-02-02,11:47:00,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,,0,Downtown,EMP005,187
4674,2025-07-25,08:40:58,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,C343,7,Airport,EMP004,1744
4675,2025-06-19,17:17:25,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Credit Card,C645,8,University,EMP003,732
4676,2025-03-26,09:54:41,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,,0,Airport,EMP005,1936
4677,2024-08-14,18:21:28,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Credit Card,C153,0,Airport,EMP004,1214
4678,2025-05-20,18:11:27,P103,Latte,Coffee,Large,1,4.5,4.5,Debit Card,C256,0,University,EMP002,1412
4679,2025-04-13,19:27:09,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,,1,University,EMP001,429
4680,2025-03-28,13:20:29,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Cash,,0,University,EMP002,1308
4681,2025-06-25,12:06:52,P302,Croissant,Bakery,,2,3.0,6.0,Cash,C271,0,Mall Branch,EMP005,2285
4682,2025-05-13,19:31:04,P202,Chai Latte,Tea,Large,2,4.0,8.0,Credit Card,,3,Mall Branch,EMP003,1218
4683,2025-05-10,14:44:47,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,C351,9,University,EMP002,1311
4684,2025-04-24,11:50:28,P103,Latte,Coffee,Large,3,4.5,13.5,Cash,C196,7,University,EMP001,771
4685,2025-04-05,09:55:39,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C949,0,Airport,EMP002,758
4686,2025-02-19,15:08:40,P101,Espresso,Coffee,Small,1,2.5,2.5,Credit Card,,0,Mall Branch,EMP004,136
4687,2025-02-14,19:23:10,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,C965,4,Downtown,EMP003,792
4688,2024-08-23,09:27:22,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Debit Card,C262,4,Airport,EMP003,171
4689,2024-11-21,14:55:45,P103,Latte,Coffee,Large,1,4.5,4.5,Debit Card,,1,Mall Branch,EMP003,2207
4690,2024-10-18,11:32:49,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C224,0,University,EMP002,2249
4691,2024-09-27,11:56:57,P302,Croissant,Bakery,,2,3.0,6.0,Cash,C724,6,Downtown,EMP001,1581
4692,2025-04-14,08:55:03,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C397,6,University,EMP001,962
4693,2025-02-18,15:39:59,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Debit Card,C270,0,Downtown,EMP001,876
4694,2025-06-27,12:46:24,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,,0,Airport,EMP005,2419
4695,2025-01-02,18:56:27,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,C617,1,University,EMP003,103
4696,2024-08-23,11:59:07,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,,0,University,EMP005,1002
4697,2025-03-21,15:08:03,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Cash,C291,0,Downtown,EMP001,1149
4698,2025-05-21,12:32:06,P103,Latte,Coffee,Medium,1,3.5,3.5,Credit Card,C468,7,Downtown,EMP003,1482
4699,2025-03-30,10:51:48,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Credit Card,C522,0,University,EMP003,658
4700,2025-04-04,16:35:22,P103,Latte,Coffee,Medium,3,3.5,10.5,Debit Card,C995,0,Airport,EMP004,1221
4701,2024-11-18,20:05:54,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,,0,Airport,EMP001,423
4702,2024-09-02,14:30:51,P302,Croissant,Bakery,,2,3.0,6.0,Debit Card,C354,1,Mall Branch,EMP001,171
4703,2025-05-30,15:56:54,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Debit Card,,6,Airport,EMP003,2221
4704,2024-11-12,13:13:33,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Cash,C821,0,Airport,EMP001,453
4705,2024-10-24,18:39:22,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,C922,0,Downtown,EMP003,2398
4706,2024-12-26,15:04:26,P103,Latte,Coffee,Large,2,4.5,9.0,Cash,,7,University,EMP003,1976
4707,2025-01-15,09:16:31,P302,Croissant,Bakery,,2,3.0,6.0,Cash,,0,University,EMP005,1658
4708,2025-06-17,20:09:54,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,,0,Airport,EMP001,2054
4709,2025-07-25,15:38:43,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,,0,University,EMP004,288
4710,2025-01-07,18:35:10,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,C946,9,University,EMP003,1642
4711,2025-06-26,08:40:44,P202,Chai Latte,Tea,Large,1,4.0,4.0,Cash,C386,5,Downtown,EMP001,1448
4712,2025-07-14,12:49:52,P201,Green Tea,Tea,Medium,3,2.5,7.5,Debit Card,,8,Mall Branch,EMP001,1914
4713,2024-11-16,08:02:40,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C790,9,University,EMP004,608
4714,2025-06-17,09:03:21,P101,Espresso,Coffee,Small,1,2.5,2.5,Credit Card,C170,0,University,EMP001,457
4715,2024-10-11,20:15:35,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Credit Card,,0,Downtown,EMP004,1765
4716,2024-11-01,19:09:06,P101,Espresso,Coffee,Small,1,2.5,2.5,Cash,,8,University,EMP001,1226
4717,2024-10-07,12:32:11,P201,Green Tea,Tea,Medium,3,2.5,7.5,Debit Card,C186,0,Downtown,EMP004,1236
4718,2024-08-13,08:07:26,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,C375,1,University,EMP002,1030
4719,2024-08-14,08:54:24,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Credit Card,C149,6,Mall Branch,EMP003,2424
4720,2024-10-22,13:19:33,P202,Chai Latte,Tea,Large,1,4.0,4.0,Cash,C766,0,Mall Branch,EMP003,447
4721,2025-03-09,14:15:15,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,,8,Downtown,EMP002,835
4722,2025-08-04,20:49:57,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,,2,Mall Branch,EMP001,811
4723,2025-07-06,20:54:42,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,C954,1,Airport,EMP002,1425
4724,2025-06-21,11:48:49,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Debit Card,,6,Downtown,EMP003,1412
4725,2025-03-23,20:10:19,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,C219,0,Downtown,EMP005,959
4726,2025-06-01,08:52:09,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,C140,5,University,EMP004,1476
4727,2025-03-22,09:27:23,P101,Espresso,Coffee,Small,1,2.5,2.5,Debit Card,C253,0,Mall Branch,EMP001,809
4728,2024-09-02,19:04:50,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Credit Card,,0,Downtown,EMP003,979
4729,2024-12-14,10:39:52,P202,Chai Latte,Tea,Large,1,4.0,4.0,Credit Card,C648,9,Downtown,EMP005,2464
4730,2025-04-30,13:32:02,P101,Espresso,Coffee,Small,1,2.5,2.5,Cash,C436,8,Downtown,EMP003,726
4731,2025-02-26,16:37:39,P201,Green Tea,Tea,Medium,2,2.5,5.0,Debit Card,,4,University,EMP002,1217
4732,2025-01-04,10:43:16,P302,Croissant,Bakery,,3,3.0,9.0,Cash,,4,Airport,EMP005,2198
4733,2025-02-14,08:47:13,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Cash,,9,University,EMP002,1904
4734,2024-08-12,09:11:35,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,C127,7,University,EMP004,779
4735,2024-09-06,20:34:02,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Debit Card,C205,0,Airport,EMP001,973
4736,2025-07-23,16:53:58,P101,Espresso,Coffee,Small,1,2.5,2.5,Debit Card,,0,Downtown,EMP004,1539
4737,2025-07-13,14:35:59,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,C462,6,Downtown,EMP003,1417
4738,2025-05-01,10:06:57,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,C934,0,Mall Branch,EMP002,2124
4739,2024-12-28,12:13:38,P201,Green Tea,Tea,Medium,3,2.5,7.5,Cash,C113,9,Airport,EMP004,599
4740,2025-05-11,11:12:50,P302,Croissant,Bakery,,3,3.0,9.0,Cash,C884,1,Mall Branch,EMP001,225
4741,2024-12-06,10:45:17,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,C319,8,Downtown,EMP001,1554
4742,2024-11-23,19:55:50,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Credit Card,C383,0,University,EMP004,2161
4743,2025-04-30,09:30:18,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,,0,University,EMP001,2299
4744,2024-10-20,17:07:06,P302,Croissant,Bakery,,3,3.0,9.0,Cash,C930,0,Airport,EMP004,841
4745,2024-09-03,12:38:00,P103,Latte,Coffee,Medium,2,3.5,7.0,Cash,C336,0,Mall Branch,EMP002,1815
4746,2024-11-23,16:20:25,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,C976,0,University,EMP002,714
4747,2025-04-14,12:03:07,P101,Espresso,Coffee,Medium,3,3.0,9.0,Debit Card,C585,0,Downtown,EMP005,1107
4748,2024-11-14,13:18:59,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,C759,2,Airport,EMP002,125
4749,2024-11-18,11:57:21,P201,Green Tea,Tea,Small,1,2.0,2.0,Cash,C147,2,Airport,EMP001,1093
4750,2024-11-12,14:45:03,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C168,0,Downtown,EMP001,1280
4751,2024-12-20,09:22:08,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,,3,Mall Branch,EMP003,1751
4752,2024-08-30,13:32:36,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,C285,0,University,EMP002,30
4753,2025-06-02,11:48:48,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Credit Card,,0,Downtown,EMP005,2329
4754,2024-11-16,14:14:02,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,C840,2,Airport,EMP001,2018
4755,2024-08-10,11:05:38,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,C337,7,University,EMP004,2416
4756,2025-05-18,18:20:57,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,C876,7,University,EMP003,495
4757,2024-12-21,18:10:22,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,,5,Mall Branch,EMP002,1610
4758,2024-11-25,20:45:01,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Debit Card,C519,9,Airport,EMP003,718
4759,2025-02-08,17:05:33,P302,Croissant,Bakery,,3,3.0,9.0,Cash,C772,9,Mall Branch,EMP003,1017
4760,2024-12-30,20:36:12,P302,Croissant,Bakery,,2,3.0,6.0,Credit Card,C711,0,Mall Branch,EMP004,1338
4761,2025-08-02,10:17:56,P302,Croissant,Bakery,,2,3.0,6.0,Credit Card,,0,University,EMP003,606
4762,2025-04-26,16:15:13,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,C173,10,Airport,EMP005,375
4763,2025-03-23,13:54:58,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,,4,Downtown,EMP002,1961
4764,2025-02-09,15:02:35,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,,0,Mall Branch,EMP003,1049
4765,2024-08-09,16:57:59,P201,Green Tea,Tea,Medium,2,2.5,5.0,Debit Card,,7,Mall Branch,EMP001,1358
4766,2025-02-15,13:46:55,P202,Chai Latte,Tea,Large,1,4.0,4.0,Cash,C440,9,Airport,EMP001,116
4767,2025-03-09,18:46:03,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Debit Card,C650,0,Mall Branch,EMP004,2096
4768,2025-06-11,18:29:33,P302,Croissant,Bakery,,1,3.0,3.0,Cash,,6,Downtown,EMP002,1802
4769,2024-11-07,12:46:38,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,C819,1,Mall Branch,EMP001,2147
4770,2025-02-12,17:04:19,P101,Espresso,Coffee,Small,1,2.5,2.5,Credit Card,,0,Airport,EMP001,1483
4771,2024-08-29,18:20:22,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Debit Card,C561,4,Mall Branch,EMP005,1547
4772,2024-10-06,09:58:49,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,C672,0,Airport,EMP001,1621
4773,2025-04-14,08:23:25,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Debit Card,C220,8,University,EMP001,2453
4774,2025-01-12,13:32:20,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C388,7,Airport,EMP005,685
4775,2024-12-01,17:33:43,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Debit Card,C522,2,Airport,EMP005,1472
4776,2025-03-28,20:11:34,P103,Latte,Coffee,Medium,1,3.5,3.5,Debit Card,C180,7,Downtown,EMP003,1600
4777,2025-04-13,09:14:27,P101,Espresso,Coffee,Medium,3,3.0,9.0,Debit Card,C703,9,Mall Branch,EMP005,2306
4778,2025-07-21,14:28:50,P103,Latte,Coffee,Large,3,4.5,13.5,Cash,C213,4,Mall Branch,EMP002,2169
4779,2025-01-06,11:32:57,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,C364,6,Airport,EMP001,810
4780,2025-05-02,13:16:01,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,C716,7,Mall Branch,EMP005,978
4781,2025-02-01,18:15:06,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,C450,4,Mall Branch,EMP004,2102
4782,2025-05-08,19:03:37,P302,Croissant,Bakery,,2,3.0,6.0,Cash,C985,0,Downtown,EMP001,1355
4783,2024-12-16,08:24:32,P103,Latte,Coffee,Medium,3,3.5,10.5,Debit Card,,3,Airport,EMP003,784
4784,2024-11-07,20:12:33,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,,0,University,EMP005,241
4785,2024-09-13,15:30:02,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,C867,8,University,EMP003,1779
4786,2025-06-05,18:52:07,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Debit Card,,1,University,EMP003,1554
4787,2024-10-03,08:05:46,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Cash,,3,University,EMP004,483
4788,2025-05-11,19:55:15,P302,Croissant,Bakery,,1,3.0,3.0,Debit Card,C968,0,Downtown,EMP002,1013
4789,2025-01-17,10:14:45,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,C235,0,Downtown,EMP003,187
4790,2025-04-30,09:18:57,P103,Latte,Coffee,Medium,1,3.5,3.5,Credit Card,C318,0,Downtown,EMP004,1882
4791,2025-07-25,15:48:22,P101,Espresso,Coffee,Small,1,2.5,2.5,Cash,C177,0,Mall Branch,EMP005,2310
4792,2024-10-10,17:47:26,P103,Latte,Coffee,Medium,3,3.5,10.5,Debit Card,C451,0,University,EMP002,953
4793,2024-08-17,09:02:21,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,,0,Downtown,EMP005,1388
4794,2024-08-15,11:11:02,P302,Croissant,Bakery,,2,3.0,6.0,Credit Card,C625,8,Airport,EMP003,491
4795,2024-09-01,20:12:26,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,C552,6,University,EMP003,431
4796,2024-08-20,14:40:41,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Cash,,0,Airport,EMP004,239
4797,2025-08-02,09:20:04,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,,0,Downtown,EMP004,2352
4798,2025-03-20,10:31:38,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,C791,0,University,EMP005,2346
4799,2024-11-18,19:49:50,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,C761,0,Mall Branch,EMP004,76
4800,2024-11-07,14:24:19,P103,Latte,Coffee,Large,3,4.5,13.5,Cash,C731,0,Airport,EMP002,1357
4801,2025-02-08,15:23:05,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,C703,9,Mall Branch,EMP001,1924
4802,2024-10-07,18:25:45,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Debit Card,C459,0,University,EMP005,1782
4803,2024-11-20,09:40:47,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,C273,8,Downtown,EMP003,827
