transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,size,quantity,unit_price,total_price,payment_method,customer_id,loyalty_points_earned,location,barista_id
1999,2024-10-25,20:42:03,P103,Latte,Coffee,Large,1,4.5,4.5,Cash,NA,2,Airport,EMP001
2000,2025-06-16,08:14:11,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Debit Card,C754,10,University,EMP004
2001,2025-02-19,09:35:34,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C372,6,Downtown,EMP002
2002,2025-06-03,13:43:06,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,C670,2,Mall Branch,EMP005
2003,2025-07-19,18:08:16,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C397,7,Mall Branch,EMP004
2004,2025-05-07,19:08:52,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Cash,C862,10,Downtown,EMP004
2005,2025-04-09,20:02:57,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,NA,4,University,EMP004
2006,2024-10-11,12:24:24,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,NA,1,Airport,EMP002
2007,2025-07-19,19:11:14,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Credit Card,NA,5,University,EMP002
2008,2024-11-24,14:11:57,P201,Green Tea,Tea,Small,1,2.0,2.0,Cash,C268,0,University,EMP002
2009,2025-03-31,16:00:30,P302,Croissant,Bakery,NA,1,3.0,3.0,Credit Card,C422,4,Airport,EMP003
2010,2025-05-09,09:39:42,P201,Green Tea,Tea,Medium,1,2.5,2.5,Cash,C328,0,University,EMP002
2011,2025-05-10,18:33:00,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,C647,2,Downtown,EMP005
2012,2025-02-23,11:13:47,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,C381,9,Mall Branch,EMP005
2013,2024-11-11,08:31:21,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C173,0,Mall Branch,EMP003
2014,2025-03-06,18:16:43,P101,Espresso,Coffee,Medium,3,3.0,9.0,Debit Card,NA,0,Airport,EMP003
2015,2025-07-26,19:17:26,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,C159,3,Mall Branch,EMP005
2016,2025-04-02,15:41:39,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C938,5,Downtown,EMP001
2017,2024-11-10,10:28:09,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Debit Card,C911,1,Airport,EMP002
2018,2025-07-05,14:08:17,P302,Croissant,Bakery,NA,2,3.0,6.0,Credit Card,C279,0,University,EMP005
2019,2025-07-29,17:21:57,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Credit Card,NA,0,Downtown,EMP004
2020,2024-12-03,20:11:46,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,C167,0,Downtown,EMP002
2021,2025-01-16,20:34:01,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C646,0,Mall Branch,EMP004
2022,2025-07-10,17:48:00,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C757,0,Downtown,EMP002
2023,2024-08-25,19:52:10,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,NA,6,Mall Branch,EMP001
2024,2025-05-30,16:07:33,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C741,8,Downtown,EMP004
2025,2024-09-18,11:50:27,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,NA,9,Airport,EMP004
2026,2024-11-16,14:15:24,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,NA,3,University,EMP004
2027,2025-07-20,11:00:53,P302,Croissant,Bakery,NA,1,3.0,3.0,Credit Card,NA,0,Downtown,EMP002
2028,2025-07-18,15:46:15,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C686,1,Mall Branch,EMP002
2029,2024-10-09,19:23:18,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,C639,0,Mall Branch,EMP004
2030,2025-03-18,13:11:38,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,C208,0,Mall Branch,EMP003
2031,2024-08-15,19:25:14,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,C190,5,Mall Branch,EMP005
2032,2025-06-17,17:06:21,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Credit Card,NA,0,Airport,EMP005
2033,2025-06-29,13:01:43,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,NA,0,Mall Branch,EMP002
2034,2025-04-24,10:07:21,P103,Latte,Coffee,Large,1,4.5,4.5,Cash,C105,1,Mall Branch,EMP001
2035,2025-05-05,11:14:54,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C699,0,Airport,EMP005
2036,2024-09-01,10:44:34,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,C891,0,Downtown,EMP001
2037,2025-01-10,08:24:12,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,NA,3,Downtown,EMP002
2038,2025-03-15,12:43:28,P202,Chai Latte,Tea,Large,3,4.0,12.0,Cash,C883,9,Downtown,EMP005
2039,2024-11-30,10:19:09,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,NA,6,Mall Branch,EMP005
2040,2025-04-30,14:48:52,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,NA,1,Airport,EMP004
2041,2025-01-30,20:04:25,P202,Chai Latte,Tea,Large,2,4.0,8.0,Credit Card,NA,0,University,EMP002
2042,2025-06-25,13:01:49,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C164,0,Airport,EMP002
2043,2025-07-06,09:25:10,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,C865,2,Downtown,EMP002
2044,2025-03-06,18:48:58,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,C985,3,University,EMP004
2045,2024-09-06,12:59:54,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C560,10,University,EMP001
2046,2024-11-10,08:01:08,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,C813,0,Airport,EMP001
2047,2024-10-02,18:07:59,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,NA,0,Downtown,EMP001
2048,2025-07-17,11:14:11,P202,Chai Latte,Tea,Large,3,4.0,12.0,Credit Card,NA,0,Mall Branch,EMP002
2049,2024-11-28,09:38:22,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,C714,0,University,EMP004
2050,2025-01-12,11:08:41,P202,Chai Latte,Tea,Large,3,4.0,12.0,Credit Card,C328,3,Mall Branch,EMP003
2051,2025-02-03,13:11:48,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Debit Card,C724,0,University,EMP003
2052,2024-08-30,09:34:05,P201,Green Tea,Tea,Medium,1,2.5,2.5,Cash,C570,0,Mall Branch,EMP004
2053,2025-04-30,12:41:53,P201,Green Tea,Tea,Small,1,2.0,2.0,Cash,C252,2,Downtown,EMP003
2054,2025-01-02,19:30:45,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C916,1,Airport,EMP001
2055,2025-01-10,08:16:21,P103,Latte,Coffee,Medium,2,3.5,7.0,Cash,C970,0,Downtown,EMP002
2056,2024-08-30,10:16:42,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,NA,6,University,EMP003
2057,2025-05-11,11:18:17,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,NA,0,Airport,EMP002
2058,2024-09-13,12:49:56,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C293,0,Mall Branch,EMP005
2059,2025-04-09,15:03:59,P103,Latte,Coffee,Medium,1,3.5,3.5,Debit Card,C533,9,Airport,EMP005
2060,2025-07-21,09:07:05,P103,Latte,Coffee,Medium,1,3.5,3.5,Credit Card,NA,9,Airport,EMP005
2061,2025-03-06,14:59:17,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C658,0,University,EMP003
2062,2025-05-31,11:53:05,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Debit Card,C682,1,Downtown,EMP004
2063,2024-11-09,17:51:29,P101,Espresso,Coffee,Small,3,2.5,7.5,Credit Card,NA,1,Mall Branch,EMP005
2064,2025-03-24,08:53:33,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C372,2,Downtown,EMP001
2065,2025-03-27,16:19:00,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Debit Card,C287,0,Mall Branch,EMP005
2066,2024-10-04,12:25:13,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,NA,6,Downtown,EMP002
2067,2025-03-26,10:11:37,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,C488,7,University,EMP002
2068,2025-04-27,16:19:22,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C638,8,University,EMP004
2069,2025-05-18,12:43:31,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C644,0,Downtown,EMP005
2070,2024-12-10,11:43:52,P103,Latte,Coffee,Large,1,4.5,4.5,Cash,C882,0,University,EMP002
2071,2025-01-30,19:37:11,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,C449,8,University,EMP005
2072,2025-03-25,12:09:30,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,C603,3,Mall Branch,EMP004
2073,2025-07-28,10:59:32,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,C324,2,University,EMP002
2074,2025-08-02,14:30:20,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C240,0,University,EMP003
2075,2024-11-13,15:42:27,P101,Espresso,Coffee,Small,1,2.5,2.5,Cash,C434,7,University,EMP005
2076,2024-08-09,08:05:56,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,NA,5,Downtown,EMP002
2077,2024-08-28,12:45:40,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C442,7,Mall Branch,EMP001
2078,2025-05-27,18:04:41,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Cash,C584,0,University,EMP001
2079,2024-10-24,13:08:00,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,C514,0,Airport,EMP001
2080,2025-02-20,14:50:57,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C376,2,Mall Branch,EMP004
2081,2025-02-09,08:18:27,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,C659,0,Airport,EMP002
2082,2025-07-14,11:56:48,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,NA,0,Airport,EMP003
2083,2025-06-02,13:33:07,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,C360,0,Airport,EMP001
2084,2024-10-03,13:57:41,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Debit Card,C412,0,University,EMP004
2085,2024-09-01,09:35:07,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,C414,0,Mall Branch,EMP003
2086,2025-03-23,15:49:22,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C715,0,Airport,EMP001
2087,2024-10-10,18:53:11,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,NA,9,Mall Branch,EMP004
2088,2025-03-10,20:58:37,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,NA,1,University,EMP003
2089,2024-10-25,20:37:32,P103,Latte,Coffee,Large,2,4.5,9.0,Cash,C769,7,Downtown,EMP005
2090,2024-08-29,20:50:47,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C682,10,University,EMP004
2091,2024-10-03,13:02:49,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C777,0,Downtown,EMP001
2092,2024-11-28,13:35:20,P201,Green Tea,Tea,Medium,1,2.5,2.5,Credit Card,NA,4,Downtown,EMP002
2093,2024-12-05,16:12:45,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C424,6,University,EMP004
2094,2025-05-22,16:12:17,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C565,0,Downtown,EMP001
2095,2025-07-28,13:54:39,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Cash,C211,7,Downtown,EMP004
2096,2025-04-25,15:34:26,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,C575,0,Mall Branch,EMP004
2097,2025-02-01,16:33:49,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,C979,2,University,EMP003
2098,2025-05-22,19:05:39,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,NA,0,Mall Branch,EMP003
2099,2025-02-14,12:07:03,P103,Latte,Coffee,Medium,2,3.5,7.0,Debit Card,C591,9,Airport,EMP002
2100,2024-10-15,12:13:10,P302,Croissant,Bakery,NA,1,3.0,3.0,Credit Card,C589,0,Airport,EMP004
2101,2025-04-03,17:17:42,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,C865,5,Airport,EMP002
2102,2025-07-12,11:26:00,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Debit Card,C123,7,Airport,EMP001
2103,2025-08-06,19:59:28,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,C550,3,Mall Branch,EMP002
2104,2025-01-02,13:55:00,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,C757,2,Downtown,EMP001
2105,2025-03-22,10:49:03,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,C837,0,Mall Branch,EMP005
2106,2025-04-24,12:13:47,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C598,0,University,EMP005
2107,2025-04-23,11:19:19,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,C222,9,Mall Branch,EMP004
2108,2024-11-05,12:03:58,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,NA,5,University,EMP001
2109,2025-05-22,09:56:30,P103,Latte,Coffee,Medium,2,3.5,7.0,Debit Card,C175,0,Mall Branch,EMP002
2110,2025-01-26,14:34:18,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,NA,0,Airport,EMP004
2111,2024-12-18,13:59:36,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C697,9,Downtown,EMP003
2112,2025-06-23,12:55:25,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Cash,C423,0,University,EMP001
2113,2025-01-30,09:57:41,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,C430,10,University,EMP001
2114,2025-06-26,10:07:02,P201,Green Tea,Tea,Small,1,2.0,2.0,Cash,C504,7,Airport,EMP004
2115,2025-03-12,20:11:45,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,NA,0,Mall Branch,EMP004
2116,2025-06-27,16:03:36,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C114,9,University,EMP003
2117,2025-03-03,14:31:25,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Debit Card,C544,0,University,EMP003
2118,2025-06-19,11:28:38,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Cash,C341,3,Mall Branch,EMP001
2119,2025-06-13,11:14:35,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,NA,0,University,EMP004
2120,2024-11-01,20:17:17,P201,Green Tea,Tea,Small,1,2.0,2.0,Credit Card,C396,5,University,EMP002
2121,2024-12-30,09:47:29,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,C600,8,Mall Branch,EMP002
2122,2025-07-18,19:34:28,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,C933,1,Airport,EMP001
2123,2024-09-16,08:41:17,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,C271,0,Mall Branch,EMP003
2124,2024-09-13,15:47:57,P103,Latte,Coffee,Large,3,4.5,13.5,Cash,NA,8,University,EMP003
2125,2024-10-10,14:49:59,P101,Espresso,Coffee,Small,1,2.5,2.5,Cash,C656,0,Mall Branch,EMP002
2126,2025-08-02,19:31:10,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C540,4,Mall Branch,EMP001
2127,2024-12-09,09:10:48,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,C881,0,Downtown,EMP002
2128,2025-04-21,14:10:32,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,NA,4,Downtown,EMP004
2129,2025-03-30,19:50:16,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C949,8,Airport,EMP002
2130,2024-11-11,10:58:03,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C691,0,Downtown,EMP001
2131,2024-12-28,10:08:17,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,NA,1,Mall Branch,EMP003
2132,2025-02-02,12:51:00,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,C127,7,Downtown,EMP002
2133,2024-08-31,15:11:46,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,NA,0,Mall Branch,EMP002
2134,2025-03-16,09:34:16,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,C996,9,Airport,EMP004
2135,2025-06-24,20:48:12,P201,Green Tea,Tea,Medium,2,2.5,5.0,Debit Card,C915,3,University,EMP001
2136,2025-01-26,11:59:15,P101,Espresso,Coffee,Small,1,2.5,2.5,Cash,C840,2,University,EMP001
2137,2024-09-28,13:17:37,P103,Latte,Coffee,Large,3,4.5,13.5,Cash,C264,0,Downtown,EMP003
2138,2025-01-26,10:46:34,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,NA,10,University,EMP005
2139,2024-08-29,16:15:13,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,C591,10,Downtown,EMP001
2140,2025-01-27,10:50:22,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,NA,0,Airport,EMP005
2141,2024-10-24,12:17:38,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,NA,0,University,EMP005
2142,2025-06-14,11:52:03,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Debit Card,C693,0,Airport,EMP001
2143,2024-12-11,12:33:19,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Debit Card,NA,8,Downtown,EMP002
2144,2024-08-28,20:32:44,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C423,9,Airport,EMP002
2145,2025-03-24,17:00:48,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Cash,C736,5,Mall Branch,EMP005
2146,2025-05-08,14:58:33,P202,Chai Latte,Tea,Large,1,4.0,4.0,Credit Card,NA,0,Downtown,EMP003
2147,2025-06-27,16:16:28,P101,Espresso,Coffee,Small,3,2.5,7.5,Credit Card,C222,0,University,EMP005
2148,2024-11-15,12:50:55,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Debit Card,C704,9,Airport,EMP002
2149,2025-07-29,18:27:45,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C144,10,Airport,EMP002
2150,2024-10-16,17:23:42,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,NA,0,Downtown,EMP002
2151,2024-08-13,13:13:42,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C747,0,Mall Branch,EMP002
2152,2025-02-06,08:12:17,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,C906,4,University,EMP003
2153,2024-10-07,08:14:25,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,C987,7,Mall Branch,EMP002
2154,2025-06-27,09:36:17,P103,Latte,Coffee,Large,2,4.5,9.0,Cash,NA,0,Airport,EMP003
2155,2025-02-11,10:14:19,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,NA,0,Airport,EMP001
2156,2025-03-04,17:58:22,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,NA,0,Airport,EMP005
2157,2025-04-13,17:21:25,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,C510,0,Mall Branch,EMP002
2158,2025-06-07,19:45:23,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Debit Card,NA,0,Mall Branch,EMP004
2159,2025-02-05,19:20:29,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,NA,10,Downtown,EMP005
2160,2025-01-16,15:05:50,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,NA,0,University,EMP004
2161,2025-07-28,14:13:35,P202,Chai Latte,Tea,Large,3,4.0,12.0,Cash,C473,0,Mall Branch,EMP001
2162,2024-09-15,13:48:56,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,C643,1,Mall Branch,EMP001
2163,2025-01-17,17:01:16,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,C509,3,Mall Branch,EMP005
2164,2024-12-02,20:28:53,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,NA,0,University,EMP005
2165,2024-12-28,09:57:48,P201,Green Tea,Tea,Small,1,2.0,2.0,Cash,C754,10,Airport,EMP005
2166,2025-01-13,09:11:00,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,C802,0,Downtown,EMP001
2167,2024-10-24,15:02:11,P103,Latte,Coffee,Medium,1,3.5,3.5,Debit Card,C430,3,Mall Branch,EMP005
2168,2025-05-17,10:53:41,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,C335,2,Mall Branch,EMP003
2169,2025-02-12,14:16:41,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,NA,1,Mall Branch,EMP003
2170,2025-07-20,14:19:31,P103,Latte,Coffee,Large,3,4.5,13.5,Cash,C866,6,University,EMP004
2171,2025-04-25,08:52:33,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,C870,2,Mall Branch,EMP001
2172,2025-03-24,20:12:37,P101,Espresso,Coffee,Small,3,2.5,7.5,Debit Card,NA,3,Airport,EMP003
2173,2025-02-21,20:26:24,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,C584,0,University,EMP001
2174,2025-06-19,09:03:54,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Debit Card,C967,0,University,EMP003
2175,2025-07-09,13:21:44,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,C155,0,University,EMP003
2176,2025-03-24,13:12:28,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C784,3,University,EMP003
2177,2025-05-18,13:28:54,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C320,8,Airport,EMP005
2178,2024-10-28,16:44:48,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Debit Card,C585,1,Mall Branch,EMP002
2179,2024-11-01,15:05:57,P103,Latte,Coffee,Medium,1,3.5,3.5,Credit Card,NA,6,Mall Branch,EMP002
2180,2024-12-15,18:50:43,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Cash,C205,5,Downtown,EMP003
2181,2025-06-13,16:04:52,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,C270,0,University,EMP005
2182,2024-09-21,14:18:40,P101,Espresso,Coffee,Small,3,2.5,7.5,Cash,C821,2,Downtown,EMP005
2183,2024-11-20,17:13:39,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,NA,1,Downtown,EMP005
2184,2025-01-08,15:27:23,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C683,7,Airport,EMP001
2185,2025-06-13,20:33:03,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,NA,0,Airport,EMP004
2186,2024-12-29,10:16:24,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Credit Card,C933,0,Downtown,EMP001
2187,2025-05-24,19:51:30,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Credit Card,C272,2,Mall Branch,EMP003
2188,2025-06-28,12:28:47,P201,Green Tea,Tea,Medium,3,2.5,7.5,Cash,C905,4,Mall Branch,EMP004
2189,2025-03-05,11:21:14,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Credit Card,NA,7,Airport,EMP003
2190,2024-10-19,14:46:59,P302,Croissant,Bakery,NA,2,3.0,6.0,Credit Card,C858,0,Mall Branch,EMP002
2191,2025-06-16,11:30:56,P201,Green Tea,Tea,Medium,1,2.5,2.5,Cash,C270,4,Downtown,EMP001
2192,2025-07-01,19:09:20,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,NA,0,Mall Branch,EMP005
2193,2025-07-05,10:43:14,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,C282,9,Airport,EMP004
2194,2024-09-01,13:29:31,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Debit Card,NA,7,Mall Branch,EMP001
2195,2025-01-28,14:32:57,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C669,0,Downtown,EMP003
2196,2025-02-21,15:37:56,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,NA,8,Downtown,EMP005
2197,2024-10-07,09:48:26,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Cash,NA,1,University,EMP005
2198,2025-01-28,18:22:52,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C406,0,Airport,EMP002
2199,2025-06-05,19:00:42,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Cash,NA,0,Downtown,EMP004
2200,2025-04-06,18:11:37,P103,Latte,Coffee,Large,1,4.5,4.5,Debit Card,C364,0,Downtown,EMP001
2201,2025-06-03,08:17:04,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Debit Card,C463,0,University,EMP001
2202,2025-02-17,15:57:43,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,NA,9,Mall Branch,EMP004
2203,2024-10-31,10:16:30,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,C741,0,Airport,EMP002
2204,2025-08-02,09:35:44,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C376,0,Downtown,EMP003
2205,2024-11-03,13:29:33,P101,Espresso,Coffee,Small,3,2.5,7.5,Cash,C992,0,Downtown,EMP001
2206,2025-02-10,18:31:48,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C556,5,Downtown,EMP002
2207,2024-12-26,17:15:32,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,NA,0,Mall Branch,EMP004
2208,2024-10-17,17:23:25,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C359,0,Airport,EMP003
2209,2024-08-18,09:50:05,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C372,0,Mall Branch,EMP005
2210,2025-06-17,08:26:42,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C618,0,University,EMP004
2211,2024-09-06,09:36:42,P302,Croissant,Bakery,NA,1,3.0,3.0,Credit Card,C590,3,University,EMP005
2212,2024-11-19,11:33:16,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,C255,1,Airport,EMP001
2213,2024-12-29,13:10:30,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C887,0,Airport,EMP004
2214,2025-01-19,12:35:01,P201,Green Tea,Tea,Medium,1,2.5,2.5,Credit Card,C245,4,Downtown,EMP001
2215,2025-05-25,13:55:03,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,C285,0,Downtown,EMP003
2216,2025-01-28,08:21:00,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,C190,0,Downtown,EMP005
2217,2024-11-20,08:28:09,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,NA,2,University,EMP004
2218,2025-08-04,12:48:59,P302,Croissant,Bakery,NA,1,3.0,3.0,Credit Card,C704,0,Airport,EMP001
